Team1                     ,Team1_Status,Team2                        ,Team2_Status,Date    ,Map        ,Event
fnatic                    ,l           ,mousesports                  ,w           ,12-4-20 ,Mirage     ,ESL Pro League Season 11 Europe
fnatic                    ,l           ,mousesports                  ,w           ,12-4-20 ,Mirage     ,ESL Pro League Season 11 Europe
fnatic                    ,w           ,mousesports                  ,l           ,12-4-20 ,Mirage     ,ESL Pro League Season 11 Europe
SMASH                     ,l           ,Illuminar                    ,w           ,12-4-20 ,Overpass   ,LOOT.BET Season 6
SMASH                     ,l           ,Illuminar                    ,w           ,12-4-20 ,Overpass   ,LOOT.BET Season 6
SMASH                     ,w           ,Illuminar                    ,l           ,12-4-20 ,Overpass   ,LOOT.BET Season 6
Sprout                    ,l           ,BIG                          ,w           ,12-4-20 ,Vertigo    ,Home Sweet Home Cup
Sprout                    ,l           ,BIG                          ,w           ,12-4-20 ,Vertigo    ,Home Sweet Home Cup
Movistar Riders           ,l           ,Heretics                     ,w           ,12-4-20 ,Vertigo    ,Cyber.Bet Cup
Movistar Riders           ,l           ,Heretics                     ,w           ,12-4-20 ,Vertigo    ,Cyber.Bet Cup
Hard Legion               ,w           ,Espada                       ,l           ,12-4-20 ,Mirage     ,LOOT.BET Season 6
Hard Legion               ,w           ,Espada                       ,l           ,12-4-20 ,Mirage     ,LOOT.BET Season 6
FURIA                     ,l           ,Evil Geniuses                ,w           ,11-4-20 ,Inferno    ,ESL Pro League Season 11 North America
FURIA                     ,l           ,Evil Geniuses                ,w           ,11-4-20 ,Inferno    ,ESL Pro League Season 11 North America
Orgless                   ,w           ,Chaos                        ,l           ,11-4-20 ,Inferno    ,Flashpoint 1
Orgless                   ,w           ,Chaos                        ,l           ,11-4-20 ,Inferno    ,Flashpoint 1
Spirit                    ,w           ,forZe                        ,l           ,11-4-20 ,Mirage     ,Home Sweet Home Cup
Spirit                    ,w           ,forZe                        ,l           ,11-4-20 ,Mirage     ,Home Sweet Home Cup
Spirit                    ,l           ,forZe                        ,w           ,11-4-20 ,Mirage     ,Home Sweet Home Cup
Gen.G                     ,w           ,FunPlus Phoenix              ,l           ,11-4-20 ,Inferno    ,Flashpoint 1
Gen.G                     ,w           ,FunPlus Phoenix              ,l           ,11-4-20 ,Inferno    ,Flashpoint 1
Astralis                  ,l           ,mousesports                  ,w           ,11-4-20 ,Nuke       ,ESL Pro League Season 11 Europe
Astralis                  ,w           ,mousesports                  ,l           ,11-4-20 ,Nuke       ,ESL Pro League Season 11 Europe
Astralis                  ,l           ,mousesports                  ,w           ,11-4-20 ,Nuke       ,ESL Pro League Season 11 Europe
North                     ,w           ,Endpoint                     ,l           ,11-4-20 ,Train      ,Home Sweet Home Cup
North                     ,w           ,Endpoint                     ,l           ,11-4-20 ,Train      ,Home Sweet Home Cup
Nemiga                    ,w           ,pro100                       ,l           ,11-4-20 ,Mirage     ,LOOT.BET Season 6
Nemiga                    ,w           ,pro100                       ,l           ,11-4-20 ,Mirage     ,LOOT.BET Season 6
Nemiga                    ,l           ,pro100                       ,w           ,11-4-20 ,Mirage     ,LOOT.BET Season 6
Heretics                  ,w           ,NAVI Junior                  ,l           ,11-4-20 ,Mirage     ,Cyber.Bet Cup
Heretics                  ,w           ,NAVI Junior                  ,l           ,11-4-20 ,Mirage     ,Cyber.Bet Cup
SKADE                     ,l           ,Sprout                       ,w           ,11-4-20 ,Inferno    ,Home Sweet Home Cup
SKADE                     ,l           ,Sprout                       ,w           ,11-4-20 ,Inferno    ,Home Sweet Home Cup
Movistar Riders           ,w           ,Syman                        ,l           ,11-4-20 ,Train      ,Cyber.Bet Cup
Movistar Riders           ,w           ,Syman                        ,l           ,11-4-20 ,Train      ,Cyber.Bet Cup
AGO                       ,l           ,Nordavind                    ,w           ,11-4-20 ,Inferno    ,LOOT.BET Season 6
AGO                       ,w           ,Nordavind                    ,l           ,11-4-20 ,Inferno    ,LOOT.BET Season 6
AGO                       ,l           ,Nordavind                    ,w           ,11-4-20 ,Inferno    ,LOOT.BET Season 6
Virtus.pro                ,l           ,BIG                          ,w           ,11-4-20 ,Mirage     ,Home Sweet Home Cup
Virtus.pro                ,l           ,BIG                          ,w           ,11-4-20 ,Mirage     ,Home Sweet Home Cup
Nordavind                 ,l           ,Syman                        ,w           ,11-4-20 ,Inferno    ,Cyber.Bet Cup
Nordavind                 ,l           ,Syman                        ,w           ,11-4-20 ,Inferno    ,Cyber.Bet Cup
Liquid                    ,w           ,Evil Geniuses                ,l           ,10-4-20 ,Dust2      ,ESL Pro League Season 11 North America
Liquid                    ,w           ,Evil Geniuses                ,l           ,10-4-20 ,Dust2      ,ESL Pro League Season 11 North America
Orgless                   ,l           ,MIBR                         ,w           ,10-4-20 ,Dust2      ,Flashpoint 1
Orgless                   ,w           ,MIBR                         ,l           ,10-4-20 ,Dust2      ,Flashpoint 1
Orgless                   ,l           ,MIBR                         ,w           ,10-4-20 ,Dust2      ,Flashpoint 1
Gambit Youngsters         ,l           ,Virtus.pro                   ,w           ,10-4-20 ,Train      ,Home Sweet Home Cup
Gambit Youngsters         ,w           ,Virtus.pro                   ,l           ,10-4-20 ,Train      ,Home Sweet Home Cup
Gambit Youngsters         ,l           ,Virtus.pro                   ,w           ,10-4-20 ,Train      ,Home Sweet Home Cup
Chaos                     ,l           ,HAVU                         ,w           ,10-4-20 ,Train      ,Flashpoint 1
Chaos                     ,l           ,HAVU                         ,w           ,10-4-20 ,Train      ,Flashpoint 1
Nordavind                 ,l           ,Virtus.pro                   ,w           ,10-4-20 ,Mirage     ,Home Sweet Home Cup
Nordavind                 ,l           ,Virtus.pro                   ,w           ,10-4-20 ,Mirage     ,Home Sweet Home Cup
Hard Legion               ,l           ,NAVI Junior                  ,w           ,10-4-20 ,Inferno    ,Cyber.Bet Cup
Hard Legion               ,l           ,NAVI Junior                  ,w           ,10-4-20 ,Inferno    ,Cyber.Bet Cup
Hard Legion               ,w           ,NAVI Junior                  ,l           ,10-4-20 ,Inferno    ,Cyber.Bet Cup
Winstrike                 ,w           ,Secret                       ,l           ,10-4-20 ,Nuke       ,LOOT.BET Season 6
Winstrike                 ,l           ,Secret                       ,w           ,10-4-20 ,Nuke       ,LOOT.BET Season 6
Winstrike                 ,w           ,Secret                       ,l           ,10-4-20 ,Nuke       ,LOOT.BET Season 6
Gambit Youngsters         ,l           ,forZe                        ,w           ,10-4-20 ,Dust2      ,Home Sweet Home Cup
Gambit Youngsters         ,l           ,forZe                        ,w           ,10-4-20 ,Dust2      ,Home Sweet Home Cup
forZe                     ,w           ,Nordavind                    ,l           ,10-4-20 ,Mirage     ,Home Sweet Home Cup
Japaleno                  ,l           ,Sprout                       ,w           ,10-4-20 ,Train      ,LOOT.BET Season 6
Japaleno                  ,l           ,Sprout                       ,w           ,10-4-20 ,Train      ,LOOT.BET Season 6
Virtus.pro                ,l           ,Gambit Youngsters            ,w           ,10-4-20 ,Overpass   ,Home Sweet Home Cup
Thunder Logic             ,l           ,blood                        ,w           ,10-4-20 ,Nuke       ,ESEA MDL Season 33 North America Relegation
Thunder Logic             ,l           ,blood                        ,w           ,10-4-20 ,Nuke       ,ESEA MDL Season 33 North America Relegation
Thunder Logic             ,w           ,blood                        ,l           ,10-4-20 ,Nuke       ,ESEA MDL Season 33 North America Relegation
Trivium                   ,w           ,AA                           ,l           ,10-4-20 ,Mirage     ,ESEA MDL Season 33 North America Relegation
Trivium                   ,l           ,AA                           ,w           ,10-4-20 ,Mirage     ,ESEA MDL Season 33 North America Relegation
Trivium                   ,w           ,AA                           ,l           ,10-4-20 ,Mirage     ,ESEA MDL Season 33 North America Relegation
MIBR                      ,l           ,FURIA                        ,w           ,9-4-20  ,Mirage     ,ESL Pro League Season 11 North America
MIBR                      ,l           ,FURIA                        ,w           ,9-4-20  ,Mirage     ,ESL Pro League Season 11 North America
Cloud9                    ,w           ,Gen.G                        ,l           ,9-4-20  ,Nuke       ,Flashpoint 1
Cloud9                    ,w           ,Gen.G                        ,l           ,9-4-20  ,Nuke       ,Flashpoint 1
Sprout                    ,w           ,Japaleno                     ,l           ,9-4-20  ,Inferno    ,Home Sweet Home Cup
Sprout                    ,w           ,Japaleno                     ,l           ,9-4-20  ,Inferno    ,Home Sweet Home Cup
KINGZZZ                   ,l           ,Casa de Papel                ,w           ,9-4-20  ,Inferno    ,Swisscom Hero League Season 3
KINGZZZ                   ,l           ,Casa de Papel                ,w           ,9-4-20  ,Inferno    ,Swisscom Hero League Season 3
FunPlus Phoenix           ,l           ,MAD Lions                    ,w           ,9-4-20  ,Dust2      ,Flashpoint 1
FunPlus Phoenix           ,l           ,MAD Lions                    ,w           ,9-4-20  ,Dust2      ,Flashpoint 1
fnatic                    ,w           ,Natus Vincere                ,l           ,9-4-20  ,Nuke       ,ESL Pro League Season 11 Europe
OG                        ,l           ,FaZe                         ,w           ,9-4-20  ,Mirage     ,ESL Pro League Season 11 Europe
Sprout                    ,w           ,Movistar Riders              ,l           ,9-4-20  ,Mirage     ,Home Sweet Home Cup
mousesports               ,l           ,Astralis                     ,w           ,9-4-20  ,Dust2      ,ESL Pro League Season 11 Europe
mousesports               ,l           ,Astralis                     ,w           ,9-4-20  ,Dust2      ,ESL Pro League Season 11 Europe
Natus Vincere             ,l           ,fnatic                       ,w           ,9-4-20  ,Inferno    ,ESL Pro League Season 11 Europe
FaZe                      ,w           ,OG                           ,l           ,9-4-20  ,Inferno    ,ESL Pro League Season 11 Europe
Movistar Riders           ,l           ,Sprout                       ,w           ,9-4-20  ,Vertigo    ,Home Sweet Home Cup
Nordavind                 ,w           ,SMASH                        ,l           ,9-4-20  ,Inferno    ,Cyber.Bet Cup
Nordavind                 ,w           ,SMASH                        ,l           ,9-4-20  ,Inferno    ,Cyber.Bet Cup
